観測所番号,観測所名,ｶﾀｶﾅ名,緯度,経度,標高,正式名称,都道府県,市町村
44262,八重見ヶ原,ﾔｴﾐｶﾞﾊﾗ,33.115,139.785,92,八丈島航空気象観測所,東京都,八丈島八丈町
44263,八丈島,ﾊﾁｼﾞｮｳｼﾞﾏ,33.122,139.778,151,八丈島特別地域気象観測所,東京都,八丈島八丈町
44281,青ヶ島,ｱｵｶﾞｼﾏ,32.467,139.76,272,青ヶ島アメダス,東京都,青ヶ島村
44301,父島,ﾁﾁｼﾞﾏ,27.092,142.19,3,父島気象観測所,東京都,小笠原村父島字西町
44316,母島,ﾊﾊｼﾞﾏ,26.635,142.162,32,母島アメダス,東京都,小笠原村
44356,南鳥島,ﾐﾅﾐﾄﾘｼﾏ,24.288,153.983,7,南鳥島気象観測所,東京都,小笠原村
45061,我孫子,ｱﾋﾞｺ,35.863,140.11,20,我孫子アメダス,千葉県,我孫子市
45081,香取,ｶﾄﾘ,35.858,140.502,37,香取アメダス,千葉県,香取市
45086,東庄,ﾄｳﾉｼｮｳ,35.795,140.682,52,東庄アメダス,千葉県,香取郡東庄町
45106,船橋,ﾌﾅﾊﾞｼ,35.712,140.043,28,船橋アメダス,千葉県,船橋市
45116,佐倉,ｻｸﾗ,35.728,140.212,5,佐倉アメダス,千葉県,佐倉市
45121,成田,ﾅﾘﾀ,35.763,140.385,41,成田航空地方気象台,千葉県,成田市
45148,銚子,ﾁｮｳｼ,35.738,140.857,20,銚子地方気象台,千葉県,銚子市
45181,横芝光,ﾖｺｼﾊﾞﾋｶﾘ,35.655,140.505,5,横芝光アメダス,千葉県,山武郡横芝光町
45212,千葉,ﾁﾊﾞ,35.602,140.103,3,千葉特別地域気象観測所,千葉県,千葉市
45261,茂原,ﾓﾊﾞﾗ,35.437,140.293,11,茂原アメダス,千葉県,茂原市
45282,木更津,ｷｻﾗﾂﾞ,35.362,139.94,60,木更津アメダス,千葉県,木更津市
45291,牛久,ｳｼｸ,35.397,140.148,30,牛久アメダス,千葉県,市原市
45326,坂畑,ｻｶﾊﾀ,35.235,140.098,120,坂畑アメダス,千葉県,君津市
45331,大多喜,ｵｵﾀｷ,35.252,140.215,70,大多喜アメダス,千葉県,夷隅郡大多喜町
45346,鋸南,ｷｮﾅﾝ,35.122,139.837,10,鋸南アメダス,千葉県,安房郡鋸南町
45361,鴨川,ｶﾓｶﾞﾜ,35.112,140.1,5,鴨川アメダス,千葉県,鴨川市
45371,勝浦,ｶﾂｳﾗ,35.15,140.312,12,勝浦特別地域気象観測所,千葉県,勝浦市
45401,館山,ﾀﾃﾔﾏ,34.987,139.865,6,館山特別地域気象観測所,千葉県,館山市
46001,相模湖,ｻｶﾞﾐｺ,35.613,139.193,188,相模湖アメダス,神奈川県,相模原市
46046,相模原中央,ｻｶﾞﾐﾊﾗﾁｭｳｵｳ,35.572,139.37,149,相模原中央アメダス,神奈川県,相模原市
46061,日吉,ﾋﾖｼ,35.552,139.65,57,日吉アメダス,神奈川県,横浜市
46076,丹沢湖,ﾀﾝｻﾞﾜｺ,35.41,139.043,330,丹沢湖アメダス,神奈川県,足柄上郡山北町
46091,海老名,ｴﾋﾞﾅ,35.433,139.387,18,海老名アメダス,神奈川県,海老名市
46106,横浜,ﾖｺﾊﾏ,35.438,139.652,39,横浜地方気象台,神奈川県,横浜市
46136,平塚,ﾋﾗﾂｶ,35.345,139.305,20,平塚アメダス,神奈川県,平塚市
46141,辻堂,ﾂｼﾞﾄﾞｳ,35.32,139.45,5,辻堂アメダス,神奈川県,藤沢市
46161,箱根,ﾊｺﾈ,35.222,139.042,855,箱根アメダス,神奈川県,足柄下郡箱根町
46166,小田原,ｵﾀﾞﾜﾗ,35.277,139.155,14,小田原アメダス,神奈川県,小田原市
46211,三浦,ﾐｳﾗ,35.178,139.63,42,三浦アメダス,神奈川県,三浦市
48031,野沢温泉,ﾉｻﾞﾜｵﾝｾﾝ,36.912,138.442,576,野沢温泉アメダス,長野県,下高井郡野沢温泉村
48061,信濃町,ｼﾅﾉﾏﾁ,36.808,138.197,685,信濃町アメダス,長野県,上水内郡信濃町
48066,飯山,ｲｲﾔﾏ,36.875,138.375,313,飯山アメダス,長野県,飯山市
48097,小谷,ｵﾀﾘ,36.822,137.93,550,小谷アメダス,長野県,北安曇郡小谷村
48141,白馬,ﾊｸﾊﾞ,36.698,137.862,703,白馬アメダス,長野県,北安曇郡白馬村
48146,鬼無里,ｷﾅｻ,36.688,137.965,778,鬼無里アメダス,長野県,長野市
48156,長野,ﾅｶﾞﾉ,36.662,138.192,418,長野地方気象台,長野県,長野市
48172,笠岳,ｶｻﾀﾞｹ,36.665,138.458,1473,笠岳アメダス,長野県,上高井郡高山村
48191,大町,ｵｵﾏﾁ,36.523,137.832,784,大町アメダス,長野県,大町市
48196,信州新町,ｼﾝｼｭｳｼﾝﾏﾁ,36.548,137.997,509,信州新町アメダス,長野県,長野市
48216,菅平,ｽｶﾞﾀﾞｲﾗ,36.532,138.325,1253,菅平アメダス,長野県,上田市
48247,聖高原,ﾋｼﾞﾘｺｳｹﾞﾝ,36.487,138.068,985,聖高原アメダス,長野県,東筑摩郡麻績村
48256,上田,ｳｴﾀﾞ,36.4,138.265,502,上田アメダス,長野県,上田市
48296,穂高,ﾎﾀｶ,36.343,137.882,540,穂高アメダス,長野県,安曇野市
48321,東御,ﾄｳﾐ,36.383,138.383,958,東御アメダス,長野県,東御市
48331,軽井沢,ｶﾙｲｻﾞﾜ,36.342,138.547,999,軽井沢特別地域気象観測所,長野県,北佐久郡軽井沢町
48346,上高地,ｶﾐｺｳﾁ,36.248,137.633,1510,上高地アメダス,長野県,松本市
48361,松本,ﾏﾂﾓﾄ,36.247,137.97,610,松本特別地域気象観測所,長野県,松本市
48363,松本今井,ﾏﾂﾓﾄｲﾏｲ,36.167,137.922,658,松本航空気象観測所,長野県,松本市
48371,鹿教湯,ｶｹﾕ,36.302,138.137,721,鹿教湯アメダス,長野県,上田市
48381,立科,ﾀﾃｼﾅ,36.272,138.313,715,立科アメダス,長野県,北佐久郡立科町
48386,佐久,ｻｸ,36.247,138.477,683,佐久アメダス,長野県,佐久市
48436,白樺湖,ｼﾗｶﾊﾞｺ,36.105,138.228,1440,白樺湖アメダス,長野県,茅野市
48466,奈川,ﾅｶﾞﾜ,36.088,137.683,1068,奈川アメダス,長野県,松本市
48491,諏訪,ｽﾜ,36.045,138.108,760,諏訪特別地域気象観測所,長野県,諏訪市
48516,北相木,ｷﾀｱｲｷ,36.072,138.612,1185,北相木アメダス,長野県,南佐久郡北相木村
48531,開田高原,ｶｲﾀﾞｺｳｹﾞﾝ,35.938,137.602,1130,開田高原アメダス,長野県,木曽郡木曽町
48536,木祖薮原,ｷｿﾔﾌﾞﾊﾗ,35.937,137.787,985,木祖薮原アメダス,長野県,木曽郡木祖村
48546,辰野,ﾀﾂﾉ,35.983,137.983,732,辰野アメダス,長野県,上伊那郡辰野町
48556,高遠,ﾀｶﾄｵ,35.953,138.108,1075,高遠アメダス,長野県,伊那市
48561,原村,ﾊﾗﾑﾗ,35.97,138.22,1017,原村アメダス,長野県,諏訪郡原村
48571,野辺山,ﾉﾍﾞﾔﾏ,35.948,138.472,1350,野辺山アメダス,長野県,南佐久郡南牧村
48601,御嶽山,ｵﾝﾀｹｻﾝ,35.872,137.503,2195,御嶽山アメダス,長野県,木曽郡王滝村
48606,木曽福島,ｷｿﾌｸｼﾏ,35.84,137.688,750,木曽福島アメダス,長野県,木曽郡木曽町
48621,伊那,ｲﾅ,35.825,137.955,633,伊那アメダス,長野県,伊那市
48681,宮田高原,ﾐﾔﾀﾞｺｳｹﾞﾝ,35.773,137.885,1660,宮田高原アメダス,長野県,上伊那郡宮田村
48691,杉島,ｽｷﾞｼﾏ,35.727,138.093,905,杉島アメダス,長野県,伊那市
48716,須原,ｽﾊﾗ,35.698,137.692,535,須原アメダス,長野県,木曽郡大桑村
48717,南木曽,ﾅｷﾞｿ,35.61,137.62,560,南木曽アメダス,長野県,木曽郡南木曽町
48731,飯島,ｲｲｼﾞﾏ,35.653,137.898,728,飯島アメダス,長野県,上伊那郡飯島町
48737,大鹿,ｵｵｼｶ,35.557,138.04,718,大鹿アメダス,長野県,下伊那郡大鹿村
48767,飯田,ｲｲﾀﾞ,35.523,137.822,516,飯田特別地域気象観測所,長野県,飯田市
48826,浪合,ﾅﾐｱｲ,35.373,137.692,940,浪合アメダス,長野県,下伊那郡阿智村
48836,阿南,ｱﾅﾝ,35.313,137.812,610,阿南アメダス,長野県,下伊那郡阿南町
48841,南信濃,ﾐﾅﾐｼﾅﾉ,35.322,137.932,407,南信濃アメダス,長野県,飯田市
49036,大泉,ｵｵｲｽﾞﾐ,35.862,138.387,867,大泉アメダス,山梨県,北杜市
49052,乙女湖,ｵﾄﾒｺ,35.807,138.655,1465,乙女湖アメダス,山梨県,山梨市
49086,韮崎,ﾆﾗｻｷ,35.693,138.448,341,韮崎アメダス,山梨県,韮崎市
49142,甲府,ｺｳﾌ,35.667,138.553,273,甲府地方気象台,山梨県,甲府市
49151,勝沼,ｶﾂﾇﾏ,35.663,138.725,394,勝沼アメダス,山梨県,甲州市
49161,大月,ｵｵﾂｷ,35.608,138.938,364,大月アメダス,山梨県,大月市
49172,上野原,ｳｴﾉﾊﾗ,35.62,139.105,187,上野原アメダス,山梨県,上野原市
49187,富士川,ﾌｼﾞｶﾜ,35.562,138.448,295,富士川アメダス,山梨県,南巨摩郡富士川町
49196,古関,ﾌﾙｾｷ,35.528,138.615,552,古関アメダス,山梨県,甲府市
49236,切石,ｷﾘｲｼ,35.467,138.442,226,切石アメダス,山梨県,南巨摩郡身延町
49251,河口湖,ｶﾜｸﾞﾁｺ,35.5,138.76,860,河口湖特別地域気象観測所,山梨県,南都留郡富士河口湖町
49256,山中,ﾔﾏﾅｶ,35.437,138.837,992,山中アメダス,山梨県,南都留郡山中湖村
49316,南部,ﾅﾝﾌﾞ,35.288,138.445,141,南部アメダス,山梨県,南巨摩郡南部町
50056,白糸,ｼﾗｲﾄ,35.312,138.578,530,白糸アメダス,静岡県,富士宮市
50066,富士山,ﾌｼﾞｻﾝ,35.36,138.727,3775,富士山特別地域気象観測所,静岡県,富士宮市
50106,井川,ｲｶﾜ,35.217,138.222,755,井川アメダス,静岡県,静岡市
50112,有東木,ｳﾄｳｷﾞ,35.207,138.368,585,有東木アメダス,静岡県,静岡市
50136,御殿場,ｺﾞﾃﾝﾊﾞ,35.305,138.927,472,御殿場アメダス,静岡県,御殿場市
50196,富士,ﾌｼﾞ,35.185,138.663,66,富士アメダス,静岡県,富士市
50206,三島,ﾐｼﾏ,35.113,138.925,21,三島特別地域気象観測所,静岡県,三島市
50226,佐久間,ｻｸﾏ,35.057,137.762,150,佐久間アメダス,静岡県,浜松市
50232,春野,ﾊﾙﾉ,35.012,137.945,486,春野アメダス,静岡県,浜松市
50241,川根本町,ｶﾜﾈﾎﾝﾁｮｳ,35.102,138.128,290,川根本町アメダス,静岡県,榛原郡川根本町
50247,鍵穴,ｶｷﾞｱﾅ,35.048,138.247,160,鍵穴アメダス,静岡県,静岡市
50261,清水,ｼﾐｽﾞ,35.053,138.522,3,清水アメダス,静岡県,静岡市
50281,網代,ｱｼﾞﾛ,35.045,139.092,67,網代特別地域気象観測所,静岡県,熱海市
50296,熊,ｸﾏ,34.958,137.733,375,熊アメダス,静岡県,浜松市
50317,高根山,ﾀｶﾈｻﾝ,34.975,138.197,415,高根山アメダス,静岡県,藤枝市
50331,静岡,ｼｽﾞｵｶ,34.975,138.403,14,静岡地方気象台,静岡県,静岡市
50371,三ヶ日,ﾐｯｶﾋﾞ,34.802,137.557,2,三ヶ日アメダス,静岡県,浜松市
50386,天竜,ﾃﾝﾘｭｳ,34.89,137.813,61,天竜アメダス,静岡県,浜松市
50391,三倉,ﾐｸﾗ,34.895,137.94,114,三倉アメダス,静岡県,周智郡森町
50416,土肥,ﾄｲ,34.877,138.762,92,土肥アメダス,静岡県,伊豆市
50426,湯ケ島,ﾕｶﾞｼﾏ,34.9,138.925,165,湯ケ島アメダス,静岡県,伊豆市
50427,天城山,ｱﾏｷﾞｻﾝ,34.872,139.023,1066,天城山アメダス,静岡県,伊豆市
50456,浜松,ﾊﾏﾏﾂ,34.753,137.712,46,浜松特別地域気象観測所,静岡県,浜松市
50466,掛川,ｶｹｶﾞﾜ,34.768,137.995,32,掛川アメダス,静岡県,掛川市
50476,菊川牧之原,ｷｸｶﾞﾜﾏｷﾉﾊﾗ,34.785,138.138,191,菊川牧之原アメダス,静岡県,菊川市
50477,静岡空港,ｼｽﾞｵｶｸｳｺｳ,34.795,138.188,132,静岡航空気象観測所,静岡県,牧之原市
50491,松崎,ﾏﾂｻﾞｷ,34.755,138.783,4,松崎アメダス,静岡県,賀茂郡松崎町
50506,稲取,ｲﾅﾄﾘ,34.782,139.048,130,稲取アメダス,静岡県,賀茂郡東伊豆町
50536,磐田,ｲﾜﾀ,34.692,137.88,1,磐田アメダス,静岡県,磐田市
50551,御前崎,ｵﾏｴｻﾞｷ,34.603,138.213,45,御前崎特別地域気象観測所,静岡県,御前崎市
50561,石廊崎,ｲﾛｳｻﾞｷ,34.603,138.842,52,石廊崎特別地域気象観測所,静岡県,賀茂郡南伊豆町
51011,一宮,ｲﾁﾉﾐﾔ,35.298,136.853,11,一宮アメダス,愛知県,一宮市
51031,愛西,ｱｲｻｲ,35.217,136.698,5,愛西アメダス,愛知県,愛西市
51056,小原,ｵﾊﾞﾗ,35.228,137.285,290,小原アメダス,愛知県,豊田市
51071,稲武,ｲﾅﾌﾞ,35.212,137.507,505,稲武アメダス,愛知県,豊田市
51077,茶臼山,ﾁｬｳｽﾔﾏ,35.22,137.66,1216,茶臼山アメダス,愛知県,北設楽郡豊根村
51096,蟹江,ｶﾆｴ,35.137,136.792,2,蟹江アメダス,愛知県,海部郡蟹江町
51106,名古屋,ﾅｺﾞﾔ,35.167,136.965,51,名古屋地方気象台,愛知県,名古屋市
51116,豊田,ﾄﾖﾀ,35.132,137.177,75,豊田アメダス,愛知県,豊田市
51192,阿蔵,ｱｿﾞｳ,35.078,137.413,613,阿蔵アメダス,愛知県,豊田市
51216,大府,ｵｵﾌﾞ,34.995,136.943,32,大府アメダス,愛知県,大府市
51226,岡崎,ｵｶｻﾞｷ,34.918,137.193,47,岡崎アメダス,愛知県,岡崎市
51241,作手,ﾂｸﾃﾞ,34.977,137.425,532,作手アメダス,愛知県,新城市
51247,新城,ｼﾝｼﾛ,34.907,137.518,53,新城アメダス,愛知県,新城市
51261,セントレア,ｾﾝﾄﾚｱ,34.858,136.805,4,中部航空地方気象台,愛知県,常滑市
51271,一色,ｲｯｼｷ,34.812,137.028,12,一色アメダス,愛知県,西尾市
51281,蒲郡,ｶﾞﾏｺﾞｵﾘ,34.845,137.217,55,蒲郡アメダス,愛知県,蒲郡市
51311,南知多,ﾐﾅﾐﾁﾀ,34.74,136.938,16,南知多アメダス,愛知県,知多郡南知多町
51331,豊橋,ﾄﾖﾊｼ,34.75,137.342,3,豊橋アメダス,愛知県,豊橋市
51346,伊良湖,ｲﾗｺ,34.628,137.093,6,伊良湖特別地域気象観測所,愛知県,田原市
51356,田原,ﾀﾊﾗ,34.627,137.222,45,田原アメダス,愛知県,田原市
52041,河合,ｶﾜｲ,36.305,137.1,471,河合アメダス,岐阜県,飛騨市
52051,神岡,ｶﾐｵｶ,36.322,137.308,455,神岡アメダス,岐阜県,飛騨市
52081,白川,ｼﾗｶﾜ,36.273,136.897,478,白川アメダス,岐阜県,大野郡白川村
52111,栃尾,ﾄﾁｵ,36.248,137.503,765,栃尾アメダス,岐阜県,高山市
52131,御母衣,ﾐﾎﾞﾛ,36.147,136.908,640,御母衣アメダス,岐阜県,大野郡白川村
52137,清見,ｷﾖﾐ,36.18,137.045,740,清見アメダス,岐阜県,高山市
52146,高山,ﾀｶﾔﾏ,36.155,137.253,560,高山特別地域気象観測所,岐阜県,高山市
52152,丹生川,ﾆｭｳｶﾜ,36.187,137.372,910,丹生川アメダス,岐阜県,高山市
52173,ひるがの,ﾋﾙｶﾞﾉ,36.01,136.893,885,ひるがのアメダス,岐阜県,郡上市
52181,六厩,ﾑﾏﾔ,36.06,137.035,1015,六厩アメダス,岐阜県,高山市
52192,船山,ﾌﾅﾔﾏ,36.035,137.26,880,船山アメダス,岐阜県,高山市
52196,宮之前,ﾐﾔﾉﾏｴ,36.015,137.388,930,宮之前アメダス,岐阜県,高山市
52221,長滝,ﾅｶﾞﾀｷ,35.923,136.832,430,長滝アメダス,岐阜県,郡上市
52286,萩原,ﾊｷﾞﾜﾗ,35.888,137.207,425,萩原アメダス,岐阜県,下呂市
52321,関市板取,ｾｷｼｲﾀﾄﾞﾘ,35.723,136.783,351,関市板取アメダス,岐阜県,関市
52331,八幡,ﾊﾁﾏﾝ,35.757,136.978,271,八幡アメダス,岐阜県,郡上市
52346,宮地,ﾐﾔｼﾞ,35.763,137.288,450,宮地アメダス,岐阜県,下呂市
52381,樽見,ﾀﾙﾐ,35.638,136.602,190,樽見アメダス,岐阜県,本巣市
52406,金山,ｶﾅﾔﾏ,35.662,137.16,233,金山アメダス,岐阜県,下呂市
52421,付知,ﾂｹﾁ,35.662,137.427,461,付知アメダス,岐阜県,中津川市
52461,美濃,ﾐﾉ,35.555,136.91,68,美濃アメダス,岐阜県,美濃市
52476,伽藍,ｶﾞﾗﾝ,35.515,137.23,650,伽藍アメダス,岐阜県,加茂郡八百津町
52482,黒川,ｸﾛｶﾜ,35.598,137.318,517,黒川アメダス,岐阜県,加茂郡白川町
52511,揖斐川,ｲﾋﾞｶﾞﾜ,35.485,136.567,45,揖斐川アメダス,岐阜県,揖斐郡揖斐川町
52536,美濃加茂,ﾐﾉｶﾓ,35.445,137.005,74,美濃加茂アメダス,岐阜県,美濃加茂市
52556,恵那,ｴﾅ,35.447,137.403,315,恵那アメダス,岐阜県,恵那市
52557,中津川,ﾅｶﾂｶﾞﾜ,35.477,137.487,378,中津川アメダス,岐阜県,中津川市
52571,関ケ原,ｾｷｶﾞﾊﾗ,35.363,136.467,130,関ケ原アメダス,岐阜県,不破郡関ケ原町
52581,大垣,ｵｵｶﾞｷ,35.347,136.62,6,大垣アメダス,岐阜県,大垣市
52586,岐阜,ｷﾞﾌ,35.4,136.762,13,岐阜地方気象台,岐阜県,岐阜市
52606,多治見,ﾀｼﾞﾐ,35.347,137.108,120,多治見アメダス,岐阜県,多治見市
52642,上石津,ｶﾐｲｼﾂﾞ,35.247,136.458,193,上石津アメダス,岐阜県,大垣市
53016,北勢,ﾎｸｾｲ,35.143,136.538,125,北勢アメダス,三重県,いなべ市
53041,桑名,ｸﾜﾅ,35.05,136.693,3,桑名アメダス,三重県,桑名市
53061,四日市,ﾖｯｶｲﾁ,34.94,136.58,55,四日市特別地域気象観測所,三重県,四日市
53091,亀山,ｶﾒﾔﾏ,34.87,136.453,70,亀山アメダス,三重県,亀山市
53112,上野,ｳｴﾉ,34.762,136.142,159,上野特別地域気象観測所,三重県,伊賀市
53121,笠取山,ｶｻﾄﾘﾔﾏ,34.725,136.308,810,笠取山アメダス,三重県,津市
53133,津,ﾂ,34.733,136.518,3,津地方気象台,三重県,津市
53141,名張,ﾅﾊﾞﾘ,34.627,136.108,226,名張アメダス,三重県,名張市
53151,白山,ﾊｸｻﾝ,34.625,136.322,60,白山アメダス,三重県,津市
53196,小俣,ｵﾊﾞﾀ,34.528,136.665,10,小俣アメダス,三重県,伊勢市
53231,粥見,ｶﾕﾐ,34.448,136.39,120,粥見アメダス,三重県,松阪市
53257,鳥羽,ﾄﾊﾞ,34.482,136.825,2,鳥羽アメダス,三重県,鳥羽市
53287,藤坂峠,ﾌｼﾞｻｶﾄｳｹﾞ,34.323,136.488,560,藤坂峠アメダス,三重県,度会郡大紀町
53296,南伊勢,ﾐﾅﾐｲｾ,34.345,136.682,6,南伊勢アメダス,三重県,度会郡南伊勢町
53307,阿児,ｱｺﾞ,34.308,136.873,31,阿児アメダス,三重県,志摩市
53321,宮川,ﾐﾔｶﾞﾜ,34.278,136.208,205,宮川アメダス,三重県,多気郡大台町
53326,紀伊長島,ｷｲﾅｶﾞｼﾏ,34.208,136.327,3,紀伊長島アメダス,三重県,北牟婁郡紀北町
53378,尾鷲,ｵﾜｾ,34.068,136.193,15,尾鷲特別地域気象観測所,三重県,尾鷲市
53401,熊野新鹿,ｸﾏﾉｱﾀｼｶ,33.932,136.138,23,熊野新鹿アメダス,三重県,熊野市
53416,御浜,ﾐﾊﾏ,33.852,135.98,130,御浜アメダス,三重県,南牟婁郡御浜町
54012,粟島,ｱﾜｼﾏ,38.465,139.253,4,粟島アメダス,新潟県,岩船郡粟島浦村
54041,弾崎,ﾊｼﾞｷｻﾞｷ,38.33,138.512,58,弾崎アメダス,新潟県,佐渡市
54056,高根,ﾀｶﾈ,38.33,139.603,85,高根アメダス,新潟県,村上市
54086,村上,ﾑﾗｶﾐ,38.227,139.478,10,村上アメダス,新潟県,村上市
54097,三面,ﾐｵﾓﾃ,38.247,139.605,45,三面アメダス,新潟県,村上市
54157,相川,ｱｲｶﾜ,38.028,138.24,6,相川特別地域気象観測所,新潟県,佐渡市
54166,両津,ﾘｮｳﾂ,38.073,138.44,2,両津アメダス,新潟県,佐渡市
54181,中条,ﾅｶｼﾞｮｳ,38.077,139.388,14,中条アメダス,新潟県,胎内市
54191,下関,ｼﾓｾｷ,38.092,139.563,33,下関アメダス,新潟県,岩船郡関川村
54232,新潟,ﾆｲｶﾞﾀ,37.893,139.018,4,新潟地方気象台,新潟県,新潟市
54236,松浜,ﾏﾂﾊﾏ,37.955,139.112,1,新潟航空気象観測所,新潟県,新潟市
54271,羽茂,ﾊﾓﾁ,37.842,138.313,11,羽茂アメダス,新潟県,佐渡市
54296,新津,ﾆｲﾂ,37.792,139.087,3,新津アメダス,新潟県,新潟市
54301,瓢湖,ﾋｮｳｺ,37.833,139.237,9,瓢湖アメダス,新潟県,阿賀野市
54311,赤谷,ｱｶﾀﾞﾆ,37.835,139.415,135,赤谷アメダス,新潟県,新発田市
54341,巻,ﾏｷ,37.768,138.913,2,巻アメダス,新潟県,新潟市
54387,寺泊,ﾃﾗﾄﾞﾏﾘ,37.64,138.767,44,寺泊アメダス,新潟県,長岡市
54396,三条,ｻﾝｼﾞｮｳ,37.64,138.955,9,三条アメダス,新潟県,三条市
54406,村松,ﾑﾗﾏﾂ,37.697,139.188,25,村松アメダス,新潟県,五泉市
54421,津川,ﾂｶﾞﾜ,37.672,139.447,100,津川アメダス,新潟県,東蒲原郡阿賀町
54462,宮寄上,ﾐﾔﾖﾘｶﾐ,37.58,139.14,125,宮寄上アメダス,新潟県,加茂市
54472,室谷,ﾑﾛﾔ,37.55,139.37,200,室谷アメダス,新潟県,東蒲原郡阿賀町
54501,長岡,ﾅｶﾞｵｶ,37.45,138.823,23,長岡アメダス,新潟県,長岡市
54506,栃尾,ﾄﾁｵ,37.475,138.992,83,栃尾アメダス,新潟県,長岡市
54541,柏崎,ｶｼﾜｻﾞｷ,37.352,138.553,7,柏崎アメダス,新潟県,柏崎市
54566,守門,ｽﾓﾝ,37.347,139.043,222,守門アメダス,新潟県,魚沼市
54586,大潟,ｵｵｶﾞﾀ,37.225,138.325,13,大潟アメダス,新潟県,上越市
54606,小国,ｵｸﾞﾆ,37.292,138.702,83,小国アメダス,新潟県,長岡市
54616,小出,ｺｲﾃﾞ,37.227,138.963,98,小出アメダス,新潟県,魚沼市
54621,大湯,ｵｵﾕ,37.205,139.062,240,大湯アメダス,新潟県,魚沼市
54651,高田,ﾀｶﾀﾞ,37.107,138.247,13,高田特別地域気象観測所,新潟県,上越市
54661,安塚,ﾔｽﾂﾞｶ,37.107,138.457,126,安塚アメダス,新潟県,上越市
54666,川谷,ｶﾜﾀﾞﾆ,37.2,138.517,206,川谷アメダス,新潟県,上越市
54671,松代,ﾏﾂﾀﾞｲ,37.132,138.607,210,松代アメダス,新潟県,十日町市
54676,十日町,ﾄｵｶﾏﾁ,37.143,138.727,170,十日町アメダス,新潟県,十日町市
54711,糸魚川,ｲﾄｲｶﾞﾜ,37.043,137.875,8,糸魚川アメダス,新潟県,糸魚川市
54721,能生,ﾉｳ,37.083,138.023,55,能生アメダス,新潟県,糸魚川市
54737,筒方,ﾄﾞｳｶﾞﾀ,37.03,138.343,255,筒方アメダス,新潟県,上越市
54761,塩沢,ｼｵｻﾞﾜ,37.038,138.847,195,塩沢アメダス,新潟県,南魚沼市
54816,関山,ｾｷﾔﾏ,36.933,138.222,350,関山アメダス,新潟県,妙高市
54836,津南,ﾂﾅﾝ,36.997,138.683,452,津南アメダス,新潟県,中魚沼郡津南町
54841,湯沢,ﾕｻﾞﾜ,36.942,138.81,340,湯沢アメダス,新潟県,南魚沼郡湯沢町
54876,平岩,ﾋﾗｲﾜ,36.88,137.867,281,平岩アメダス,新潟県,糸魚川市
54892,樽本,ﾀﾙﾓﾄ,36.89,138.275,633,樽本アメダス,新潟県,妙高市
55022,朝日,ｱｻﾋ,36.937,137.563,43,朝日アメダス,富山県,下新川郡朝日町
55041,氷見,ﾋﾐ,36.825,136.968,1,氷見アメダス,富山県,氷見市
55056,魚津,ｳｵﾂﾞ,36.822,137.428,48,魚津アメダス,富山県,魚津市
55063,宇奈月,ｳﾅﾂﾞｷ,36.847,137.557,160,宇奈月アメダス,富山県,黒部市
55091,伏木,ﾌｼｷ,36.792,137.055,12,伏木特別地域気象観測所,富山県,高岡市
55102,富山,ﾄﾔﾏ,36.708,137.202,9,富山地方気象台,富山県,富山市
55141,砺波,ﾄﾅﾐ,36.61,136.955,69,砺波アメダス,富山県,砺波市
55151,秋ヶ島,ｱｷｶﾞｼﾏ,36.648,137.187,24,富山航空気象観測所,富山県,富山市
55156,大山,ｵｵﾔﾏ,36.608,137.283,128,大山アメダス,富山県,富山市
55166,上市,ｶﾐｲﾁ,36.67,137.423,296,上市アメダス,富山県,中新川郡上市
55191,南砺高宮,ﾅﾝﾄﾀｶﾐﾔ,36.545,136.872,91,南砺高宮アメダス,富山県,南砺市
55206,八尾,ﾔﾂｵ,36.57,137.158,124,八尾アメダス,富山県,富山市
55217,立山芦峅,ﾀﾃﾔﾏｱｼｸﾗ,36.577,137.385,379,立山芦峅アメダス,富山県,中新川郡立山町
55252,五箇山,ｺﾞｶﾔﾏ,36.43,136.942,357,五箇山アメダス,富山県,南砺市
55267,猪谷,ｲﾉﾀﾆ,36.473,137.237,215,猪谷アメダス,富山県,富山市
56036,珠洲,ｽｽﾞ,37.447,137.287,4,珠洲アメダス,石川県,珠洲市
56052,輪島,ﾜｼﾞﾏ,37.39,136.895,5,輪島特別地域気象観測所,石川県,輪島市
56081,門前,ﾓﾝｾﾞﾝ,37.262,136.728,11,門前アメダス,石川県,輪島市
56093,三井,ﾐｲ,37.293,136.962,219,能登航空気象観測所,石川県,輪島市
56116,志賀,ｼｶ,37.143,136.725,6,志賀アメダス,石川県,羽咋郡志賀町
56146,七尾,ﾅﾅｵ,37.03,136.992,58,七尾アメダス,石川県,七尾市
56176,羽咋,ﾊｸｲ,36.893,136.777,15,羽咋アメダス,石川県,羽咋市
56186,かほく,ｶﾎｸ,36.712,136.692,42,かほくアメダス,石川県,かほく市
56192,宝達志水,ﾎｳﾀﾞﾂｼﾐｽﾞ,36.788,136.768,90,宝達志水アメダス,石川県,羽咋郡宝達志水町
56227,金沢,ｶﾅｻﾞﾜ,36.588,136.633,6,金沢地方気象台,石川県,金沢市
56232,医王山,ｲｵｳｾﾞﾝ,36.52,136.745,420,医王山アメダス,石川県,金沢市
56276,小松,ｺﾏﾂ,36.382,136.435,3,小松アメダス,石川県,小松市
